Date,Data collector,treatment,Plot ID,Column,Row,Species ID,region,Province Info,Mortality Status,Height(cm),Width1 (cm) (widest diameter),Width2 (cm) (perpendicular to W1 measurement),Canopy (avg),Area (m2),biomass_kg/m2,,,,Height (in,Width1 (in),Width2 (in),,,,,,,,,,,
2026-06-29,"B. De Lira, S. Cusser",tarp,A,R,4,ATLE,central,,A,127,294.64,294.64,2.9464,6.814799274,15.57863114,,,,50,116,116,,,,,,,,116,127,294.64,294.64
2026-06-29,"B. De Lira, S. Cusser",tarp,A,R,5,GRCA,central,,A,71.12,83.82,91.44,0.8763,0.602802827,0.771684067,,,,28,33,36,,,,,,,,36,71.12,83.82,91.44
2026-06-29,"B. De Lira, S. Cusser",tarp,A,R,6,GRCA,central,,A,99.06,137.16,127,1.3208,1.369442422,2.441825395,,,,39,54,50,,,,,,,,50,99.06,137.16,127
2026-06-29,"B. De Lira, S. Cusser",tarp,A,R,7,RHIN,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",tarp,A,R,8,ISME,central,,A,139.7,182.88,185.42,1.8415,2.662030966,6.693943068,,,,55,72,73,,,,,,,,73,139.7,182.88,185.42
2026-06-29,"B. De Lira, S. Cusser",tarp,A,R,9,ARCA,central,,A,73.66,66.04,45.72,0.5588,0.24512209,0.325002477,,,,29,26,18,,,,,,,,18,73.66,66.04,45.72
2026-06-29,"B. De Lira, S. Cusser",tarp,A,S,1,BAPI,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",tarp,A,S,2,BOBA,central,,A,114.3,106.68,50.8,0.7874,0.486699027,1.001334577,,,,45,42,20,,,,,,,,20,114.3,106.68,50.8
2026-06-29,"B. De Lira, S. Cusser",tarp,A,S,3,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",tarp,A,S,4,STPU,central,,A,40.64,30.48,25.4,0.2794,0.061280523,0.044827928,,,,16,12,10,,,,,,,,10,40.64,30.48,25.4
2026-06-29,"B. De Lira, S. Cusser",tarp,A,S,5,SPAM,south,,A,71.12,104.14,45.72,0.7493,0.440738635,0.564215971,,,,28,41,18,,,,,,,,18,71.12,104.14,45.72
2026-06-29,"B. De Lira, S. Cusser",tarp,A,S,6,SPAM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",tarp,A,S,7,RHIN,central,,A,7.62,13.97,10.16,0.12065,0.011426792,0.001567299,,,,3,5.5,4,,,,,,,,4,7.62,13.97,10.16
2026-06-29,"B. De Lira, S. Cusser",tarp,A,S,8,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",tarp,A,S,9,BAPI,central,,A,86.36,124.46,111.76,1.1811,1.09507281,1.702268781,,,,34,49,44,,,,,,,,44,86.36,124.46,111.76
2026-06-29,"B. De Lira, S. Cusser",mulch,B,A,1,BAPI,central,,A,63.5,50.8,38.1,0.4445,0.155100496,0.177279867,,,,25,20,15,,,,,,,,15,63.5,50.8,38.1
2026-06-29,"B. De Lira, S. Cusser",mulch,B,A,2,LYCA,south,,A,45.72,86.36,81.28,0.8382,0.551524703,0.45388277,,,,18,34,32,,,,,,,,32,45.72,86.36,81.28
2026-06-29,"B. De Lira, S. Cusser",mulch,B,A,3,GRCA,central,,A,91.44,256.54,218.44,2.3749,4.427517758,7.287340028,,,,36,101,86,,,,,,,,86,91.44,256.54,218.44
2026-06-29,"B. De Lira, S. Cusser",mulch,B,A,4,STPU,central,IRV,A,38.1,43.18,35.56,0.3937,0.121674757,0.083444548,,,,15,17,14,,,,,,,,14,38.1,43.18,35.56
2026-06-29,"B. De Lira, S. Cusser",mulch,B,A,5,STPU,central,SB,A,63.5,86.36,63.5,0.7493,0.440738635,0.503764259,,,,25,34,25,,,,,,,,25,63.5,86.36,63.5
2026-06-29,"B. De Lira, S. Cusser",mulch,B,A,6,ARCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,A,7,EUMI,south,,A,7.62,5.08,5.08,0.0508,0.002025802,0.000277859,,,,3,2,2,,,,,,,,2,7.62,5.08,5.08
2026-06-29,"B. De Lira, S. Cusser",mulch,B,A,8,LYCA,sout,,A,66.04,132.08,142.24,1.3716,1.47680995,1.755513523,,,,26,52,56,,,,,,,,56,66.04,132.08,142.24
2026-06-29,"B. De Lira, S. Cusser",mulch,B,A,9,BAPI,central,,A,175.26,185.42,190.5,1.8796,2.773323486,8.748948134,,,,69,73,75,,,,,,,,75,175.26,185.42,190.5
2026-06-29,"B. De Lira, S. Cusser",mulch,B,B,1,PEAR,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,B,2,PEAR,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,B,3,GRCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,B,4,STPU,central,SD,A,53.34,71.12,81.28,0.762,0.45580554,0.437628015,,,,21,28,32,,,,,,,,32,53.34,71.12,81.28
2026-06-29,"B. De Lira, S. Cusser",mulch,B,B,5,LEGI,central,,A,50.8,106.68,127,1.1684,1.07164947,0.979916275,,,,20,42,50,,,,,,,,50,50.8,106.68,127
2026-06-29,"B. De Lira, S. Cusser",mulch,B,B,6,EMPTY,,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,B,7,BRCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,B,8,SAAP,central,,A,134.62,149.86,160.02,1.5494,1.884502683,4.56645152,,,,53,59,63,,,,,,,,63,134.62,149.86,160.02
2026-06-29,"B. De Lira, S. Cusser",mulch,B,B,9,ISME,central,,A,124.46,276.86,195.58,2.3622,4.380291239,9.813078858,,,,49,109,77,,,,,,,,77,124.46,276.86,195.58
2026-06-29,"B. De Lira, S. Cusser",mulch,B,C,1,SPAM,south,,A,5.08,3.81,2.54,0.03175,0.000791329,7.23591E-05,,,,2,1.5,1,,,,,,,,1,5.08,3.81,2.54
2026-06-29,"B. De Lira, S. Cusser",mulch,B,C,2,SPAM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,C,3,BOBA,central,,A,106.68,111.76,86.36,0.9906,0.770311363,1.479182691,,,,42,44,34,,,,,,,,34,106.68,111.76,86.36
2026-06-29,"B. De Lira, S. Cusser",mulch,B,C,4,ENCA,central,,A,40.64,83.82,35.56,0.5969,0.279687344,0.204596886,,,,16,33,14,,,,,,,,14,40.64,83.82,35.56
2026-06-29,"B. De Lira, S. Cusser",mulch,B,C,5,ENCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,C,6,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,C,7,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,C,8,SAAP,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,C,9,ISME,central,,A,124.46,134.62,134.62,1.3462,1.422619735,3.187066541,,,,49,53,53,,,,,,,,53,124.46,134.62,134.62
2026-06-29,"B. De Lira, S. Cusser",mulch,B,D,1,EUMI,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,D,2,HEWH,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,D,3,ARCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,D,4,BAPI,central,,A,180.34,193.04,175.26,1.8415,2.662030966,8.64127196,,,,71,76,69,,,,,,,,69,180.34,193.04,175.26
2026-06-29,"B. De Lira, S. Cusser",mulch,B,D,5,LYCA,south,,A,38.1,58.42,66.04,0.6223,0.303996973,0.208481124,,,,15,23,26,,,,,,,,26,38.1,58.42,66.04
2026-06-29,"B. De Lira, S. Cusser",mulch,B,D,6,HEWH,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,D,7,ATLE,central,,A,66.04,40.64,30.48,0.3556,0.099264318,0.11799748,,,,26,16,12,,,,,,,,12,66.04,40.64,30.48
2026-06-29,"B. De Lira, S. Cusser",mulch,B,D,8,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,D,9,SAME,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,E,1,ISME,central,,A,101.6,190.5,223.52,2.0701,3.363971498,6.152031075,,,,40,75,88,,,,,,,,88,101.6,190.5,223.52
2026-06-29,"B. De Lira, S. Cusser",mulch,B,E,2,ISME,central,,A,71.12,152.4,167.64,1.6002,2.010102431,2.573252729,,,,28,60,66,,,,,,,,66,71.12,152.4,167.64
2026-06-29,"B. De Lira, S. Cusser",mulch,B,E,3,AGSH,south,,A,25.4,30.48,30.48,0.3048,0.072928886,0.033343087,,,,10,12,12,,,,,,,,12,25.4,30.48,30.48
2026-06-29,"B. De Lira, S. Cusser",mulch,B,E,4,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,E,5,BEEM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,E,6,BEEM,south,,A,3.81,11.43,7.62,0.09525,0.007121962,0.000488424,,,,1.5,4.5,3,,,,,,,,3,3.81,11.43,7.62
2026-06-29,"B. De Lira, S. Cusser",mulch,B,E,7,EMPTY,,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,E,8,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,E,9,SPAM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,F,1,LECO,central,,A,78.74,71.12,48.26,0.5969,0.279687344,0.396406466,,,,31,28,19,,,,,,,,19,78.74,71.12,48.26
2026-06-29,"B. De Lira, S. Cusser",mulch,B,F,2,ARCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,F,3,STPU,central,,A,30.48,38.1,25.4,0.3175,0.079132906,0.043415478,,,,12,15,10,,,,,,,,10,30.48,38.1,25.4
2026-06-29,"B. De Lira, S. Cusser",mulch,B,F,4,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,F,5,AMFR,south,,A,132.08,210.82,91.44,1.5113,1.792961737,4.262658951,,,,52,83,36,,,,,,,,36,132.08,210.82,91.44
2026-06-29,"B. De Lira, S. Cusser",mulch,B,F,6,SODO,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,F,7,AGSH,south,,A,22.86,20.32,22.86,0.2159,0.036591056,0.015056488,,,,9,8,9,,,,,,,,9,22.86,20.32,22.86
2026-06-29,"B. De Lira, S. Cusser",mulch,B,F,8,LYCA,south,,A,40.64,53.34,45.72,0.4953,0.192577841,0.140874542,,,,16,21,18,,,,,,,,18,40.64,53.34,45.72
2026-06-29,"B. De Lira, S. Cusser",mulch,B,F,9,SPAM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,G,1,LECO,central,,A,93.98,91.44,104.14,0.9779,0.750686402,1.269891145,,,,37,36,41,,,,,,,,41,93.98,91.44,104.14
2026-06-29,"B. De Lira, S. Cusser",mulch,B,G,2,LECO,central,,A,132.08,139.7,91.44,1.1557,1.048479355,2.492696757,,,,52,55,36,,,,,,,,36,132.08,139.7,91.44
2026-06-29,"B. De Lira, S. Cusser",mulch,B,G,3,BOBA,central,,A,121.92,152.4,162.56,1.5748,1.946796106,4.272360863,,,,48,60,64,,,,,,,,64,121.92,152.4,162.56
2026-06-29,"B. De Lira, S. Cusser",mulch,B,G,4,STPU,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,G,5,PEAR,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,G,6,EMPTY,,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,G,7,BAPI,central,,A,185.42,309.88,228.6,2.6924,5.690478942,18.9923149,,,,73,122,90,,,,,,,,90,185.42,309.88,228.6
2026-06-29,"B. De Lira, S. Cusser",mulch,B,G,8,EUMI,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,G,9,BRCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,H,1,ERFA,central,,A,60.96,66.04,30.48,0.4826,0.182828667,0.200614239,,,,24,26,12,,,,,,,,12,60.96,66.04,30.48
2026-06-29,"B. De Lira, S. Cusser",mulch,B,H,2,ATLE,central,,A,208.28,624.84,490.22,5.5753,24.40091652,91.48001207,,,,82,246,193,,,,,,,,193,208.28,624.84,490.22
2026-06-29,"B. De Lira, S. Cusser",mulch,B,H,3,BAPI,central,,A,162.56,223.52,193.04,2.0828,3.405373834,9.964396269,,,,64,88,76,,,,,,,,76,162.56,223.52,193.04
2026-06-29,"B. De Lira, S. Cusser",mulch,B,H,4,SODO,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,H,5,CAMA,central,,A,17.78,15.24,53.34,0.3429,0.092300622,0.029539891,,,,7,6,21,,,,,,,,21,17.78,15.24,53.34
2026-06-29,"B. De Lira, S. Cusser",mulch,B,H,6,EPCA,central,SD,A,38.1,78.74,81.28,0.8001,0.502525608,0.344632062,,,,15,31,32,,,,,,,,32,38.1,78.74,81.28
2026-06-29,"B. De Lira, S. Cusser",mulch,B,H,7,EPCA,central,SB,A,58.42,157.48,162.56,1.6002,2.010102431,2.113743313,,,,23,62,64,,,,,,,,64,58.42,157.48,162.56
2026-06-29,"B. De Lira, S. Cusser",mulch,B,H,8,ERFA,central,,A,63.5,111.76,119.38,1.1557,1.048479355,1.198411902,,,,25,44,47,,,,,,,,47,63.5,111.76,119.38
2026-06-29,"B. De Lira, S. Cusser",mulch,B,H,9,ERFA,central,,A,48.26,93.98,96.52,0.9525,0.712196156,0.618670557,,,,19,37,38,,,,,,,,38,48.26,93.98,96.52
2026-06-29,"B. De Lira, S. Cusser",mulch,B,I,1,ERFA,central,,A,25.4,10.16,10.16,0.1016,0.00810321,0.003704787,,,,10,4,4,,,,,,,,4,25.4,10.16,10.16
2026-06-29,"B. De Lira, S. Cusser",mulch,B,I,2,COFI,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,I,3,COFI,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,I,4,BEEM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,I,5,AGSH,south,,A,33.02,30.48,30.48,0.3048,0.072928886,0.043346013,,,,13,12,12,,,,,,,,12,33.02,30.48,30.48
2026-06-29,"B. De Lira, S. Cusser",mulch,B,I,6,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,I,7,RHIN,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,I,8,RHIN,central,,A,68.58,71.12,66.04,0.6858,0.369202487,0.455758319,,,,27,28,26,,,,,,,,26,68.58,71.12,66.04
2026-06-29,"B. De Lira, S. Cusser",mulch,B,I,9,ATLE,central,,A,213.36,401.32,353.06,3.7719,11.16837524,42.89192176,,,,84,158,139,,,,,,,,139,213.36,401.32,353.06
2026-06-29,"B. De Lira, S. Cusser",mulch,B,J,1,LECO,central,,A,147.32,180.34,233.68,2.0701,3.363971498,8.920445059,,,,58,71,92,,,,,,,,92,147.32,180.34,233.68
2026-06-29,"B. De Lira, S. Cusser",mulch,B,J,2,LECO,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,J,3,ENCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,J,4,EUMI,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,J,5,BEEM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,J,6,BAPI,central,,A,156.21,236.22,200.66,2.1844,3.745708638,10.53210863,,,,61.5,93,79,,,,,,,,79,156.21,236.22,200.66
2026-06-29,"B. De Lira, S. Cusser",mulch,B,J,7,AGSH,south,,A,27.94,27.94,27.94,0.2794,0.061280523,0.0308192,,,,11,11,11,,,,,,,,11,27.94,27.94,27.94
2026-06-29,"B. De Lira, S. Cusser",mulch,B,J,8,RHIN,central,,A,96.52,116.84,109.22,1.1303,1.002898801,1.74239626,,,,38,46,43,,,,,,,,43,96.52,116.84,109.22
2026-06-29,"B. De Lira, S. Cusser",mulch,B,J,9,BAPI,central,,A,175.26,243.84,124.46,1.8415,2.662030966,8.397855849,,,,69,96,49,,,,,,,,49,175.26,243.84,124.46
2026-06-29,"B. De Lira, S. Cusser",mulch,B,K,1,SAAP,central,,A,116.84,134.62,121.92,1.2827,1.291575643,2.716338566,,,,46,53,48,,,,,,,,48,116.84,134.62,121.92
2026-06-29,"B. De Lira, S. Cusser",mulch,B,K,2,ENCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,K,3,ENCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,K,4,LYCA,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,K,5,BRCA,central,,A,66.04,55.88,33.02,0.4445,0.155100496,0.184371062,,,,26,22,13,,,,,,,,13,66.04,55.88,33.02
2026-06-29,"B. De Lira, S. Cusser",mulch,B,K,6,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,K,7,LYCA,south,,A,43.18,96.52,68.58,0.8255,0.534938446,0.415775558,,,,17,38,27,,,,,,,,27,43.18,96.52,68.58
2026-06-29,"B. De Lira, S. Cusser",mulch,B,K,8,LEGI,central,,A,48.26,60.96,68.58,0.6477,0.329319503,0.286073266,,,,19,24,27,,,,,,,,27,48.26,60.96,68.58
2026-06-29,"B. De Lira, S. Cusser",mulch,B,K,9,LYCA,south,,A,60.96,91.44,76.2,0.8382,0.551524703,0.605177027,,,,24,36,30,,,,,,,,30,60.96,91.44,76.2
2026-06-29,"B. De Lira, S. Cusser",mulch,B,L,1,SAAP,central,,A,93.98,93.98,93.98,0.9398,0.693330871,1.172866235,,,,37,37,37,,,,,,,,37,93.98,93.98,93.98
2026-06-29,"B. De Lira, S. Cusser",mulch,B,L,2,BAPI,central,,A,106.68,137.16,157.48,1.4732,1.703699818,3.271512539,,,,42,54,62,,,,,,,,62,106.68,137.16,157.48
2026-06-29,"B. De Lira, S. Cusser",mulch,B,L,3,STPU,central,,A,17.78,22.86,10.16,0.1651,0.021397538,0.006848068,,,,7,9,4,,,,,,,,4,17.78,22.86,10.16
2026-06-29,"B. De Lira, S. Cusser",mulch,B,L,4,LYCA,south,,A,33.02,116.84,104.14,1.1049,0.958331148,0.569593701,,,,13,46,41,,,,,,,,41,33.02,116.84,104.14
2026-06-29,"B. De Lira, S. Cusser",mulch,B,L,5,SODO,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,L,6,BAPI,central,,A,190.5,271.78,208.28,2.4003,4.522730471,15.50844278,,,,75,107,82,,,,,,,,82,190.5,271.78,208.28
2026-06-29,"B. De Lira, S. Cusser",mulch,B,L,7,PEAR,south,,A,73.66,58.42,48.26,0.5334,0.223344715,0.29612829,,,,29,23,19,,,,,,,,19,73.66,58.42,48.26
2026-06-29,"B. De Lira, S. Cusser",mulch,B,L,8,BOBA,south,,A,119.38,111.76,114.3,1.1303,1.002898801,2.155069059,,,,47,44,45,,,,,,,,45,119.38,111.76,114.3
2026-06-29,"B. De Lira, S. Cusser",mulch,B,L,9,EUMI,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,M,1,SAME,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,M,2,HEWH,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,M,3,ISME,central,,A,104.14,228.6,213.36,2.2098,3.833324591,7.185643613,,,,41,90,84,,,,,,,,84,104.14,228.6,213.36
2026-06-29,"B. De Lira, S. Cusser",mulch,B,M,4,STPU,central,,A,10.16,8.89,11.43,0.1016,0.00810321,0.001481915,,,,4,3.5,4.5,,,,,,,,4.5,10.16,8.89,11.43
2026-06-29,"B. De Lira, S. Cusser",mulch,B,M,5,BOBA,central,,A,106.68,162.56,208.28,1.8542,2.698875247,5.182488205,,,,42,64,82,,,,,,,,82,106.68,162.56,208.28
2026-06-29,"B. De Lira, S. Cusser",mulch,B,M,6,STPU,central,,A,45.72,53.34,25.4,0.3937,0.121674757,0.100133458,,,,18,21,10,,,,,,,,10,45.72,53.34,25.4
2026-06-29,"B. De Lira, S. Cusser",mulch,B,M,7,PEAR,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,M,8,ARCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,M,9,BRCA,central,,A,71.12,53.34,50.8,0.5207,0.212835865,0.27246396,,,,28,21,20,,,,,,,,20,71.12,53.34,50.8
2026-06-29,"B. De Lira, S. Cusser",mulch,B,N,1,ACGL,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,N,2,ACGL,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,N,3,ISME,central,,A,106.68,203.2,162.56,1.8288,2.62543991,5.041474734,,,,42,80,64,,,,,,,,64,106.68,203.2,162.56
2026-06-29,"B. De Lira, S. Cusser",mulch,B,N,4,AMFR,south,,A,91.44,119.38,86.36,1.0287,0.830705597,1.367274956,,,,36,47,34,,,,,,,,34,91.44,119.38,86.36
2026-06-29,"B. De Lira, S. Cusser",mulch,B,N,5,GRCA,central,,A,99.06,190.5,144.78,1.6764,2.206098814,3.933650673,,,,39,75,57,,,,,,,,57,99.06,190.5,144.78
2026-06-29,"B. De Lira, S. Cusser",mulch,B,N,6,STPU,central,,A,66.04,71.12,78.74,0.7493,0.440738635,0.52391483,,,,26,28,31,,,,,,,,31,66.04,71.12,78.74
2026-06-29,"B. De Lira, S. Cusser",mulch,B,N,7,STPU,central,,A,68.58,73.66,58.42,0.6604,0.342360606,0.422623626,,,,27,29,23,,,,,,,,23,68.58,73.66,58.42
2026-06-29,"B. De Lira, S. Cusser",mulch,B,N,8,LECO,central,,A,246.38,167.64,157.48,1.6256,2.074421658,9.199728144,,,,97,66,62,,,,,,,,62,246.38,167.64,157.48
2026-06-29,"B. De Lira, S. Cusser",mulch,B,N,9,LECO,central,,A,134.62,162.56,157.48,1.6002,2.010102431,4.870799808,,,,53,64,62,,,,,,,,62,134.62,162.56,157.48
2026-06-29,"B. De Lira, S. Cusser",mulch,B,O,1,BRCA,central,,A,50.8,83.82,73.66,0.7874,0.486699027,0.44503759,,,,20,33,29,,,,,,,,29,50.8,83.82,73.66
2026-06-29,"B. De Lira, S. Cusser",mulch,B,O,2,ARCA,central,,A,137.16,261.62,307.34,2.8448,6.352916326,15.68458806,,,,54,103,121,,,,,,,,121,137.16,261.62,307.34
2026-06-29,"B. De Lira, S. Cusser",mulch,B,O,3,STPU,central,,A,22.86,30.48,25.4,0.2794,0.061280523,0.025215709,,,,9,12,10,,,,,,,,10,22.86,30.48,25.4
2026-06-29,"B. De Lira, S. Cusser",mulch,B,O,4,ERFA,central,,A,127,172.72,157.48,1.651,2.139753785,4.891477153,,,,50,68,62,,,,,,,,62,127,172.72,157.48
2026-06-29,"B. De Lira, S. Cusser",mulch,B,O,5,ERFA,central,,A,121.92,162.56,203.2,1.8288,2.62543991,5.76168541,,,,48,64,80,,,,,,,,80,121.92,162.56,203.2
2026-06-29,"B. De Lira, S. Cusser",mulch,B,O,6,STPU,central,,A,25.4,48.26,63.5,0.5588,0.24512209,0.11206982,,,,10,19,25,,,,,,,,25,25.4,48.26,63.5
2026-06-29,"B. De Lira, S. Cusser",mulch,B,O,7,ENCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,O,8,ENCA,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,O,9,SODO,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,P,1,STPU,central,IRV,A,53.34,50.8,55.88,0.5334,0.223344715,0.214437727,,,,21,20,22,,,,,,,,22,53.34,50.8,55.88
2026-06-29,"B. De Lira, S. Cusser",mulch,B,P,2,HEWH,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,P,3,STPU,central,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
2026-06-29,"B. De Lira, S. Cusser",mulch,B,P,4,BEEM,south,,D,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
